explosivo  emplazamiento   temperatura        	presion                         
1             	1             	baja          	101.9         
1             	1             	baja          	104.9         
1             	1             	baja          	104.2         
1             	1             	baja          	100.2         
1             	1             	baja          	105.4         
1             	1             	baja          	98.9          
2             	1             	baja          	95.2          
2             	1             	baja          	99.5          
2             	1             	baja          	105.6         
2             	1             	baja          	113.6         
2             	1             	baja          	112.5         
2             	1             	baja          	107.2         
3             	1             	baja          	88.8          
3             	1             	baja          	91.5          
3             	1             	baja          	101.7         
3             	1             	baja          	96.5          
3             	1             	baja          	97            
3             	1             	baja          	99.4          
4             	1             	baja          	83.3          
4             	1             	baja          	94.9          
4             	1             	baja          	93.9          
4             	1             	baja          	98.5          
4             	1             	baja          	95.2          
4             	1             	baja          	96.5          
1             	2             	baja          	105.1         
1             	2             	baja          	111.6         
1             	2             	baja          	105           
1             	2             	baja          	103.6         
1             	2             	baja          	104           
1             	2             	baja          	98.3          
2             	2             	baja          	118.9         
2             	2             	baja          	104           
2             	2             	baja          	116.4         
2             	2             	baja          	100.6         
2             	2             	baja          	112           
2             	2             	baja          	107.8         
3             	2             	baja          	96.1          
3             	2             	baja          	107.4         
3             	2             	baja          	115.5         
3             	2             	baja          	110.8         
3             	2             	baja          	108.4         
3             	2             	baja          	99.3          
4             	2             	baja          	91.6          
4             	2             	baja          	96.9          
4             	2             	baja          	91            
4             	2             	baja          	97.9          
4             	2             	baja          	102.3         
4             	2             	baja          	98.7          
1             	1             	media         	102.3         
1             	1             	media         	99.6          
1             	1             	media         	102.6         
1             	1             	media         	100.5         
1             	1             	media         	98.7          
1             	1             	media         	99.8          
2             	1             	media         	103.2         
2             	1             	media         	102.1         
2             	1             	media         	101.7         
2             	1             	media         	98.7          
2             	1             	media         	100.2         
2             	1             	media         	103.1         
3             	1             	media         	93.4          
3             	1             	media         	98.6          
3             	1             	media         	97.2          
3             	1             	media         	95.8          
3             	1             	media         	97.1          
3             	1             	media         	98.6          
4             	1             	media         	96.2          
4             	1             	media         	93.1          
4             	1             	media         	95.9          
4             	1             	media         	97.6          
4             	1             	media         	97.8          
4             	1             	media         	96.2          
1             	2             	media         	105           
1             	2             	media         	100.2         
1             	2             	media         	101.7         
1             	2             	media         	102           
1             	2             	media         	100.7         
1             	2             	media         	100.2         
2             	2             	media         	102.9         
2             	2             	media         	100           
2             	2             	media         	100.5         
2             	2             	media         	102.8         
2             	2             	media         	101           
2             	2             	media         	103           
3             	2             	media         	98.1          
3             	2             	media         	100.6         
3             	2             	media         	97.8          
3             	2             	media         	98.6          
3             	2             	media         	96.9          
3             	2             	media         	99.8          
4             	2             	media         	95            
4             	2             	media         	95            
4             	2             	media         	98.5          
4             	2             	media         	96.2          
4             	2             	media         	98.2          
4             	2             	media         	94.2          
1             	1             	alta          	110.2         
1             	1             	alta          	112.5         
1             	1             	alta          	113.4         
1             	1             	alta          	114.2         
1             	1             	alta          	115.7         
1             	1             	alta          	114.1         
2             	1             	alta          	105.8         
2             	1             	alta          	108.4         
2             	1             	alta          	108.9         
2             	1             	alta          	108.7         
2             	1             	alta          	109.7         
2             	1             	alta          	109           
3             	1             	alta          	115           
3             	1             	alta          	115           
3             	1             	alta          	114.5         
3             	1             	alta          	114.2         
3             	1             	alta          	114.4         
3             	1             	alta          	114.6         
4             	1             	alta          	116           
4             	1             	alta          	115.1         
4             	1             	alta          	116.1         
4             	1             	alta          	114.9         
4             	1             	alta          	117.9         
4             	1             	alta          	115.4         
1             	2             	alta          	110           
1             	2             	alta          	113.2         
1             	2             	alta          	114.1         
1             	2             	alta          	116.7         
1             	2             	alta          	116.4         
1             	2             	alta          	114.5         
2             	2             	alta          	108.2         
2             	2             	alta          	107.7         
2             	2             	alta          	109.1         
2             	2             	alta          	109.4         
2             	2             	alta          	110.9         
2             	2             	alta          	109.5         
3             	2             	alta          	116.8         
3             	2             	alta          	116.9         
3             	2             	alta          	115.9         
3             	2             	alta          	116.6         
3             	2             	alta          	113.5         
3             	2             	alta          	114.6         
4             	2             	alta          	114.9         
4             	2             	alta          	116.5         
4             	2             	alta          	115.1         
4             	2             	alta          	119           
4             	2             	alta          	115.4         
4             	2             	alta          	117.4         
